,Unnamed: 0,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_id,user_lang,user_location,user_name,user_statuses_count,first_name,last_name,gender,age,gen_prob_BabyBoom,gen_prob_GenX,gen_prob_GenZ,gen_Greatest_prob,gen_prob_Mill,gen_prob_PostGenZ,gen_prob_Silent,gen_prob_Other,years_user_exist,is_mobile_apple,is_mobile_android
0,0,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925335577217683456,Sat Apr 04 19:12:25 +0000 2009,"Life is good... God first always, love my country and will always fight for the USA! 🇺🇸🇺🇸 Trump supporter! Lover of animals & supporter of animal rights!",7440,184,304,mrspurrnandez,en,Orange County,deplorableruemakes8,3589,deplorableruemakes,deplorableruemakes,unknown,,,,,,,,,,8,True,False
1,1,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Wed Nov 09 22:57:33 +0000 2011,,4715,372,1171,NoltG,en,,Gary Nolt,6006,Gary,Nolt,male,63.0,0.6125446895164084,0.18604866904154013,0.02168856857701327,0.0002304684695895264,0.06970708010726721,0.0035508377277419343,0.10622915703910735,5.295213320044567e-07,6,False,True
2,2,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Tue Mar 22 16:03:45 +0000 2016,British citizen seeking asylum on another planet thanks to EU and our invaders for my future grandchildren and all the vulnerable kids being violated,53202,1696,1499,forourchildren1,en,,Juliette,41754,Juliette,Juliette,female,2.0,0.0973868954545388,0.09297598861696105,0.3589955693386311,0.011599771805666282,0.09849570571363302,0.29978220217415286,0.040600603499349214,0.00016326339706773663,1,False,True
3,3,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925335577217683456,Mon Aug 04 14:51:36 +0000 2008,If we lose our freedom we lose America! Lets #MakeAmericaGreatAgain!,39356,2412,2774,Linda_2008,en,,Linda_2008,44037,Linda,Linda,female,70.0,0.7470745564722296,0.09457737066912275,0.00974608371636593,0.000611166791758301,0.023944812760669343,0.0019113464066994664,0.12212930591573132,5.357267423233836e-06,9,True,False
4,4,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925335577217683456,Sat Nov 12 18:34:22 +0000 2016,,1635,37,36,chrismaffia2,en,,Chris M,2120,Chris,M,unknown,,,,,,,,,,1,True,False
5,5,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925335577217683456,Thu May 19 02:16:35 +0000 2011,,1160,14,41,YaDimina,en,"Brooklyn, NY",e-rena,868,erena,erena,female,5.0,,,,,0.6629941645346324,0.3370058354653676,,,6,True,False
6,6,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Fri Mar 15 18:45:23 +0000 2013,I love to travel looking for a Female companion to travel with interested  send me a note.Evangelical Christian and proud.,23237,1400,1297,Ifishem,en,"Haldimand County, Ontario",John Caruso,26736,John,Caruso,male,53.0,0.3923309360033417,0.23079172699581352,0.08482260362140084,0.014291482329884446,0.1426900467431452,0.017683393814231,0.11731250734448784,7.730314769538449e-05,4,False,True
7,7,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925335577217683456,Sun Sep 03 18:22:48 +0000 2017,,926,21,54,Roxiepurgatory,en,"Phoenix, AZ",rm,668,rm,rm,unknown,,,,,,,,,,0,True,False
8,8,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Wed Aug 16 00:33:04 +0000 2017,,9,17,58,braggingdragon1,en,,braggingdragon02,3757,braggingdragon,braggingdragon,unknown,,,,,,,,,,0,False,True
9,9,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Fri Nov 05 16:32:29 +0000 2010,Always will be British,33769,1139,309,Julie34479,en,uk,Julie Carey,180217,Julie,Carey,female,48.0,0.3450265712213455,0.4362066205481403,0.04454603711409279,0.0006861828412850666,0.14911750591292247,0.00823682202279417,0.016172167685928912,8.092653490776591e-06,7,False,True
10,10,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Wed Jan 13 17:34:20 +0000 2016,"Christian, Republican  conservative, loves God and loves people.  Educated professional who loves family values and loves to work. A Trump woman!!",17620,836,920,SueBrookes10,en,,Sue - proud American,19736,Sue,American,female,59.0,0.6292580072921143,0.09871047330519037,0.003985999826156825,0.011618723824761347,0.017017399016049133,0.000868360312163278,0.23838303583837595,0.0001580005851887778,1,False,True
11,11,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925335577217683456,Wed Jan 11 01:55:14 +0000 2017,"Learning is serving Life! Concerned Conservative Christian US Citizen, Trump Follower, Constitutionalist, NRA, USCCA and Deep State Familiar",4727,747,1112,GrosamMike,en,"Iowa, USA",Mike Grosam,6493,Mike,Grosam,male,57.0,0.6536532475188371,0.19325128646142523,0.03152560701653217,0.00452252160268255,0.03406729440657217,0.007725778144369235,0.07522350622513883,3.0758624442572824e-05,0,False,False
12,12,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Fri Dec 06 04:10:46 +0000 2013,"A Christian 1st Retired Army Patriot 4 life!
Since you're looking 4 answers, on my page. YOUR ego is the sorce of all YOUR anger. Who R U trying to impress? Y?",14096,357,461,supertr00pa,en,"Longwood, FL",Ole Sarge 🇺🇸,13687,Ole,noname,male,3.0,0.3092609421064014,0.2208653680767701,0.14930876722511605,0.0256852069139126,0.060275774244153896,0.108321700909022,0.12596656115672378,0.0003156793679001124,4,False,True
13,13,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Fri Jan 23 01:36:45 +0000 2009,"Seeking a Spirit-filled life day by day in all activities: Twitter aggregator,  alternative medicine, pottery",29159,477,719,oceankitkat,en,,Katharine,32253,Katharine,Katharine,female,35.0,0.19055436446471982,0.19583547725205705,0.15627234644459337,0.012716542074772677,0.3677719314152057,0.017983754954292344,0.05860421161584362,0.0002613717785153735,8,False,True
14,14,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",925335577217683456,Tue Oct 30 13:07:42 +0000 2012,"Retired. Independent conservative. interests: reading, walking on the beach, grandkids, my Shih-tzus, supporting animal rescue, and being an informed citizen.",6794,266,266,vivconc,en,,Vivco,10604,Vivco,Vivco,unknown,,,,,,,,,,5,True,False
15,15,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925335577217683456,Tue Mar 31 11:53:26 +0000 2015,,15273,184,140,HouseGrayWolf,en,"Maine, USA",V.G. III,14860,VG,III,unknown,,,,,,,,,,2,False,True
16,16,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",925335577217683456,Tue Apr 15 00:11:54 +0000 2014,,10286,71,59,sullysmith1141,en,,cnesmith,10403,cnesmith,cnesmith,unknown,,,,,,,,,,3,True,False
