,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_id,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927059219370643456,Fri Aug 28 13:05:15 +0000 2015,Carol City Junior High Senior -employed George T Baker pilot jack of all trades mechanic Aviation I'm proud to be a volunteer for Donald Trump  I'm Slave Of God,139856,3703,5002,orlandoandresm4,en,"Hialeah, FL",Orlando Milian Andre,338618
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927059219370643456,Tue Oct 14 04:53:39 +0000 2014,@realdonaldtrump. @loudobbs. @michcloe321.@fiverights. @realalexjones. @GodBles97630308.      @StoneColdTruth,34238,5901,5776,PorholaBless,en,United States,God Bless Trump!,65401
2,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927059219370643456,Fri Nov 10 23:08:58 +0000 2017,秩父路快速のサブアカウントです 本垢のRTが多くなってしまった為作りました 雑多な話題のRTはこちらメイン,2,3,12,e854CCBJ_Sub,ja,,秩父路快速 [  R  T  ],57
3,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927059219370643456,Fri Nov 10 23:05:34 +0000 2017,45Th President of the United States of America 🇺🇸,9,6,284,Donaldj67520284,en,Washington DC,Donald j Trump,81
4,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927059219370643456,Mon Dec 10 23:03:02 +0000 2012,Trump is America's only hope,1468,75,129,PCdude4ever,no,Norway,PCdude4ever,1412
5,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927059219370643456,Thu Dec 22 16:43:11 +0000 2016,無言フォローすみません。17歳の高2/鉄道（西武40000系）/路線バス（都営・西武）/カラオケ/YouTuber好き（おるたな、桐崎栄二、タケヤキ、はじめん、フィッシャーズ、水溜りボンド、みやゆう）/フォロー大歓迎！99%フォロバします！リプ&DMはお気軽に。ファボ&RT魔。サブ垢→@seibusen40000,13697,3591,4999,Yuta120927,ja,東京都清瀬市,Yuta 西武40000系推し！,5403
6,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927059219370643456,Sun Nov 13 22:03:12 +0000 2016,,144,54,378,BedfordKop,en,"Bedford , England",bedfordkop,1463
7,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927059219370643456,Thu Sep 29 22:05:08 +0000 2016,@realDonaldTrump #FollowerOfJesus  #IStandWithTrump #AmericaFirst #MAGA #GodBlessTrump #infowars  #MAGA3X #TRUMP #NRA #2A 🇺🇸👌I instablock the enemy SorosBots.,32666,3901,4232,KriensL,en,,PatrioticTrumpVoter,38110
8,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927059219370643456,Sun Jun 05 04:47:14 +0000 2011,While prostrate in prayer; God said: stand up on your feet; Tell people My Son is coming soon.,2532,1215,394,pastorabharris,en,be reconciled to God 2Cor5:20,Pastor A.B. Harris,97206
9,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",927059219370643456,Sat Nov 12 15:24:15 +0000 2011,,266,36,205,leok3968,ja,,Kingleo,256
