,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_id,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Tue Jul 18 13:35:19 +0000 2017,kek,21,2,8,MoldyBread5,no,Norge,MoldyBread,11
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Sun Feb 12 04:11:21 +0000 2012,,1035,69,157,heardnator,en,,John Heard,1037
2,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Sat Jun 09 21:55:40 +0000 2012,Develops sound weapons DELTA CRYPTO clearance level,65,33,70,djspacehead1,en,Antarctica,SpaceHead,103
3,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Thu Jun 02 22:15:03 +0000 2016,23 - Real Estate Investor - OU Grad - GOP,2535,3240,2538,GarisonCarrell,en,"Oklahoma City, OK",Garison Carrell,308
4,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Wed Nov 18 03:40:52 +0000 2015,40 yrs bus experience then college 4 computer degrees + MBA. I look 4 facts cross check & provide links. Female 1/2 black & gay retired Kekistani Trump voter,66133,5972,6541,purplemeatballs,en,"St Petersburg, FL",Gay & Deplorable,51401
5,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Thu Mar 26 04:54:45 +0000 2009,"Healthcare Professional, Real Estate Investor, Entrepreneur Mentor, innovation Partner, SuVida Enterprises Owner, Neighborhood Rehabilitator",8328,450,471,p7sabr19,en,USA,Paula Sabrsula,15470
6,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Thu Oct 13 23:33:17 +0000 2016,"American, stop corrupt ""POLITICIANS"". TRUMP 2 #MAGA. Research & Read ""THE FEDERALIST"" 85 papers explain ""WE THE PEOPLE GOVERNMENT"" Serve ❤️GOD 🙏ENLIGHTENMENT",7033,3594,3805,LIBERTYSELFGOV,en,Self Goverance LIBERTY ❤️GOD ,Deb,38146
7,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Sat Oct 28 17:12:07 +0000 2017,Je suis calme simple et sympatique. Mais bon j'aime pas la mauvaise companies.j'aime beaucoup ma mifa et ceux je considere comme ami(e)s,483,15,158,NgawaJules,fr,"Centre, Cameroon",Jules Ngawa,150
8,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Thu May 10 19:31:31 +0000 2012,Just an Okie Gma. 🇺🇸MAGA🇺🇸,15482,974,1324,japorter10,en,"Ringling, OK",Judy Porter,9104
9,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Fri Nov 24 20:07:14 +0000 2017,I'm proud member of the Basket of Deplorables 🇺🇸 #Trump2020 🇺🇸 #MAGA 🇺🇸 #NRA 🇺🇸 #Covfefe,110,28,166,AgentRenee2,en,,Deplorable Renee,109
10,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Thu Jul 16 19:47:40 +0000 2015,"🇺🇸 American by birth, Southern by the Grace of God 💙 Dtr of a Vtn Cbt Mdc ❤ Mamaw of 2 Sweet Little Boys 💙#Trump❤#MAGA 🇺🇸",3186,189,428,10acmama,en,"TN, USA",Janie Neyman,1094
11,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",932420488642617344,Tue Oct 09 21:56:28 +0000 2012,https://t.co/63JN7untZj,22,888,5001,GARYLUNZ,en,"LAUREL, NEBR.",GARY  LUNZ,14669
12,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",932420488642617344,Thu Oct 14 01:57:49 +0000 2010,,45,21,24,feathertlk,en,,Sharon,1357
13,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Fri Feb 01 01:04:23 +0000 2013,Sports Enthusiast & Aspiring Entrepreneur dedicated to countering Progressive's control over every major narrative in the USA and abroad.,2841,81,288,mephibosheth121,en,,TheRightPerspective,3196
14,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",932420488642617344,Sat Aug 04 22:14:04 +0000 2012,The official voice of the Kane County GOP,242,2164,4968,kanegop,en,"Kane County, IL",KaneGOP,55937
15,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Wed Jan 11 23:37:53 +0000 2017,It doesn't have to be Democrat or Republican...Left or Right..It needs to be about common sense and making the RIGHT choices.,29,10,44,sabinster99,en,"Ichapur, Kolkata",Sayan Biswas,37
16,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Fri Mar 28 13:56:38 +0000 2014,"Wife, Mom & Entrepreneur #JesusIsMySavior #ISTANDWITHMYPRESIDENT #NRA #MAGA #TrumpPence2020 #TrumpTrain NO LISTS PLEASE, or be blocked! #AmericaFirst! #USA",17103,2534,3864,catchef71,en,"Washington, USA",Cathy~Deplorable🇺🇸,11862
17,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Mon Sep 01 16:27:39 +0000 2014,,243,6,26,LoganMiller1106,en,,Logan Miller,37
18,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Tue May 02 11:52:51 +0000 2017,"WARNING! My attitude can change in an instant.
I have #Lyme #Morgellons #Bartonella #Babesia Respect Trump, I'm in the middle so leave me alone💓 Love 💓 wins",2000,99,139,RaeVasho,en,"Florida, USA",Melony Rae Vasho,6726
19,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",932420488642617344,Sat Jun 11 21:04:45 +0000 2011,What i perceive...determines what i receive...which determines how i achieve.,2388,402,1198,AliyuLamorde,en,Nigeria,Aliyu Lamorde,2082
20,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",932420488642617344,Thu Jun 10 19:20:37 +0000 2010,Estudiante EVERYTHING IS SATIRICAL CONTENT HERE,6437,273,418,alexmlp,en,no,Alexander chvpacieco,10743
21,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Mon Oct 07 11:49:16 +0000 2013,Addicted to Skating & Pizza !,647,92,207,BrentVanDyck,nl,Vorselaar,Brent Van Dyck,936
22,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",932420488642617344,Sat Mar 31 00:58:20 +0000 2012,20🕊 ball N chill. #longlivejmoney,8638,843,346,jjayclarke_,en,80🌴,Ja'Quan✌🏾,13047
23,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",932420488642617344,Mon May 23 02:56:45 +0000 2011,Chairman and CEO of Makanan Group,11,511,116,JulianCRicardo,es,Rep. Dom. ,Julian C. Ricardo,14022
